x,y,A,Theta,Phi,Pi,Psi_re,Psi_im
1,55,1.017577190083e+00,-9.325404786858e+00,1.617594923376e+00,1.006995256131e+00,-1.649364677843e+00,-1.644442568625e-01
1,56,1.017745229422e+00,-9.322858075154e+00,1.617442672336e+00,1.001149391492e+00,-1.639484410544e+00,-1.676770569799e-01
1,57,1.017893037998e+00,-9.320613239743e+00,1.617303601334e+00,9.952370090897e-01,-1.629520511653e+00,-1.703551297834e-01
1,58,1.018020084491e+00,-9.318678760999e+00,1.617180868739e+00,9.895938319825e-01,-1.620029361393e+00,-1.725317039984e-01
1,59,1.018125909457e+00,-9.317059630196e+00,1.617077268065e+00,9.845369093574e-01,-1.611535083859e+00,-1.742664091063e-01
1,60,1.018210128430e+00,-9.315759709593e+00,1.616995161893e+00,9.803471250095e-01,-1.604501376552e+00,-1.756162176486e-01
1,61,1.018272437004e+00,-9.314782069019e+00,1.616936425572e+00,9.772546992525e-01,-1.599307964389e+00,-1.766302363873e-01
1,62,1.018312648906e+00,-9.314129019291e+00,1.616902402270e+00,9.754280327996e-01,-1.596232540550e+00,-1.773457917014e-01
1,63,1.018331069270e+00,-9.313802106866e+00,1.616893870636e+00,9.749659740833e-01,-1.595438814650e+00,-1.777856327057e-01
1,64,1.018331069270e+00,-9.313802106866e+00,1.616911025992e+00,9.758934524760e-01,-1.596973488387e+00,-1.779566470617e-01
1,65,1.018312648906e+00,-9.314129019291e+00,1.616953475612e+00,9.781603973765e-01,-1.600754461573e+00,-1.778481894683e-01
1,66,1.018272437004e+00,-9.314782069019e+00,1.617020248219e+00,9.816439175643e-01,-1.606574338968e+00,-1.774327469032e-01
1,67,1.018210128430e+00,-9.315759709593e+00,1.617109817414e+00,9.861537900271e-01,-1.614119394625e+00,-1.766689309588e-01
1,68,1.018125909457e+00,-9.317059630196e+00,1.617220138387e+00,9.914413417501e-01,-1.622979954036e+00,-1.755040218945e-01
1,69,1.018020084491e+00,-9.318678760999e+00,1.617348696834e+00,9.972117495090e-01,-1.632669804974e+00,-1.738779001367e-01
1,70,1.017893037998e+00,-9.320613239743e+00,1.617492568730e+00,1.003139600264e+00,-1.642651481352e+00,-1.717278820938e-01
1,71,1.017745229422e+00,-9.322858075154e+00,1.617648489309e+00,1.008887248110e+00,-1.652366175471e+00,-1.689945299719e-01
1,72,1.017577190083e+00,-9.325404786858e+00,1.617812929396e+00,1.014125109172e+00,-1.661266576300e+00,-1.656308948894e-01
1,73,1.017389518978e+00,-9.328226916319e+00,1.617982177116e+00,1.018552623955e+00,-1.668848998376e+00,-1.616316753406e-01
1,74,1.017182873617e+00,-9.331200558892e+00,1.618152422925e+00,1.021918280748e+00,-1.674674293548e+00,-1.571707045729e-01
1,75,1.016957938086e+00,-9.333718482899e+00,1.618319845904e+00,1.024036928811e+00,-1.678339931807e+00,-1.532525735677e-01
1,76,1.016715295413e+00,-9.333061372666e+00,1.618480699325e+00,1.024802687378e+00,-1.679259998564e+00,-1.544493130678e-01
1,77,1.016454953967e+00,-9.318586817052e+00,1.618631393588e+00,1.024196099785e+00,-1.675582917943e+00,-1.786039175619e-01
1,78,1.016174883769e+00,-9.254994351298e+00,1.618768574780e+00,1.022284755322e+00,-1.657430054137e+00,-2.841399695371e-01
1,79,1.015869109450e+00,-9.046864578573e+00,1.618889197284e+00,1.019217312842e+00,-1.557906660338e+00,-6.184815218172e-01
1,80,1.015588964666e+00,-8.497452437195e+00,1.618990589044e+00,1.015211583423e+00,-1.001503711133e+00,-1.335422593651e+00
1,81,1.015428664770e+00,-7.340258350289e+00,1.619070508297e+00,1.010537935634e+00,8.164386841548e-01,-1.446926549565e+00
1,82,1.015363101519e+00,-5.464993289437e+00,1.619127190798e+00,1.005499677846e+00,1.129924635466e+00,1.206574941773e+00
